pg_id,title,author,year,fictionality,language,pages
30667,The tale of old dog Spot / by Arthur Scott Bailey ; illustrated by Harry L. Smith.,"Bailey, Arthur Scott, 1877-",1921,1,eng,120.0
69454,A defence of modern spiritualism. By Alfred R. Wallace ... With a preface by Epes Sargent.,"Wallace, Alfred Russel, 1823-1913.",1874,0,eng,63.0
56913,Maud.,"Tennyson, Alfred Tennyson, Baron, 1809-1892.",1905,0,eng,
40125,The railroad problem : an address / by Charles A. Prouty.,"Prouty, Charles A. 1853-1921.",1920,0,eng,22.0
2573,The caged lion / by Charlotte M. Yonge ; illustrated by W.J. Hennessy,"Yonge, Charlotte M. 1823-1901",1901,1,eng,287.0
43245,"Luke Barnicott, and other stories.","Howitt, William, 1792-1879.",1899,1,eng,
36335,The secret of Lonesome Cove / by Samuel Hopkins Adams ; illustrations by Frank E. Schoonover.,"Adams, Samuel Hopkins, 1871-1958.",1912,0,eng,339.0
24622,The pianolist : a guide for pianola players / by Gustav Kobbé.,"Kobbé, Gustav, 1857-1918.",1912,0,eng,164.0
57402,"The watcher by the threshold, and other tales / by John Buchan.","Buchan, John, 1875-1940",1918,1,eng,334.0
15702,The works of the Right Honorable Edmund Burke.,"Burke, Edmund, 1729-1797.",1865,0,eng,
58310,John Lackland.,"Norgate, Kate.",1970,0,eng,303.0
31472,"Cynthia's chauffeur, by Louis Tracy ...","Tracy, Louis, 1863-1928.",1910,1,eng,
46713,Die Bagdadbahn.,"Hüber, Reinhard, 1905-",1943,0,ger,126.0
31604,"Select works of Martin Luther: an offering to the church of God in the last days, tr. by Henry Cole.","Luther, Martin, 1483-1546",1824,0,eng,
71966,Esbozos y rasguños.,"Pereda, José María de, 1833-1906.",1887,0,spa,
51860,A book of the Riviera / by S. Baring-Gould with forty illustrations.,"Baring-Gould, S. 1834-1924.",1909,0,eng,320.0
14304,The tale of Peter Rabbit.,"Potter, Beatrix, 1866-1943.",1972,1,eng,55.0
39383,Mademoiselle Blanche : a novel / by John D. Barry.,"Barry, John D. 1866-1942.",1896,1,eng,330.0
20379,"A narrative of some of the Lord's dealings with George Müller, written by himself.","Müller, George, 1805-1898.",1856,0,eng,4.0
647,The dynamiter.,"Stevenson, Robert Louis, 1850-1894.",1899,0,eng,
14394,"The street called Straight / author of ""The inner shrine"".","King, Basil, 1859-1928.",1914,1,eng,380.0
20224,"The invisible government; a speech delivered by Charles Edward Russell, Socialist Party candidate for mayor, at the Hippodrome in New York City, on October 12, 1913.","Russell, Charles Edward, 1860-1941.",1913,0,eng,
46711,"Secrets of wise men, chemists and great physicians / compiled and written by Wm. K. David.","David, Wm. K.",1889,0,eng,125.0
71968,Chinese pictures : notes on photographs made in China / by Mrs. J.F. Bishop.,"Bird, Isabella L. 1831-1904.",1900,0,eng,126.0
18616,"Moral principles and medical practice : the basis of medical jurisprudence / Charles Coppens, S.J.","Coppens, Charles, S.J., 1835-1920.",1905,0,eng,227.0
36497,The happy hypocrite.,"Beerbohm, Max, Sir, 1872-1956.",1959,1,eng,
56443,"Seventeen years in the underworld, by Wellington Scott, introduction by Lynn Harold Hough.","Scott, Wellington, pseud.",1916,0,eng,
2296,"Pillars of society : play in four acts / by Henrik Ibsen; edited, with an introduction, by William Archer.","Ibsen, Henrik, 1828-1906.",1900,0,eng,213.0
9155,Heather and snow : a story / by George MacDonald ...,"MacDonald, George, 1824-1905.",1893,1,eng,285.0
10631,"Halleck's new English literature,","Halleck, Reuben Post, 1859-",1913,0,eng,647.0
70862,Earle Wayne's nobility / by Georgie Shelden [pseud.].,"Downs, Sarah Elizabeth Forbush, 1843-",1908,0,eng,348.0
37277,"Chaucer and his England, by G. G. Coulton.","Coulton, G. G. 1858-1947.",1908,0,eng,
56072,"La vie privée d'autrefois : arts et métiers, modes, moeurs, usages des Parisiens du XIIe au XVIIIe siècle. La cuisine / par Alfred Franklin.","Franklin, Alfred, 1830-1917.",1888,0,fre,
44867,The discovery of the future.,"Wells, H. G. 1866-1946.",1925,0,eng,
37710,Mavis of Green Hill / by Faith Baldwin (Mrs. Hugh Hamlin Cuthrell).,"Baldwin, Faith, 1893-",1921,0,eng,
41500,"A layman's life of Jesus, by Major S. H. M. Byers.","Byers, S. H. M. 1838-1933.",1912,0,eng,4.0
3484,O'Flaherty V.C. : An interlude in the Great War of 1914 / by Bernard Shaw.,"Shaw, Bernard, 1856-1950.",1915,0,eng,24.0
36318,Curiosidades antiguas Sevillanas; estudios arqueológicos.,"Gestoso y Pérez, José, 1852-1917.",1885,0,spa,
13945,Sunny memories of foreign lands. By Mrs. Harriet Beecher Stowe. Illustrated from designs by Hammett Billings.,"Stowe, Harriet Beecher, 1811-1896.",1854,0,eng,
47861,D. Martin Luthers Geistliche Lieder : nach den letzten von ihm selbst besorgten Drucke / herausgegeben und mit Anmerkungen und Beilagen begleitet von Julius Leopold Pasig.,"Luther, Martin, 1483-1546",1845,0,ger,132.0
49720,Nils Tufvesson och hans moder ; bonderoman.,"Geijerstam, Gustaf af, 1858-1909.",1902,0,swe,329.0
16552,The Next of kin : those who wait and wonder / by Nellie L. McClung.,"McClung, Nellie L., 1873-1951.",1917,0,eng,256.0
49548,Walks near Edinburgh.,"Warrender, Julian Margaret Maitland.",1890,0,eng,
59269,The prose works of Thomas Hood / Epes sargent.,"Hood, Thomas, 1799-1845.",1869,0,eng,
1664,"Songs for parents, by John Farrar.","Farrar, John Chipman, 1896-",1921,0,eng,
42890,Paris sketch book of Mr. M.A. Titmarsh; and Eastern sketches. A journey from Cornhill to Cairo.,"Thackeray, William Makepeace, 1811-1863.",1899,0,eng,
38421,A little boy lost; illustrated by A.D. M'Cormick.,"Hudson, W. H. 1841-1922.",1920,0,eng,201.0
46160,"Malaeska, the Indian wife of the white hunter, by Mrs. Ann S. Stephens.","Stephens, Ann S. 1810-1886.",1929,1,eng,254.0
16787,Life of Charles Dickens.,"Forster, John, 1812-1876.",1919,0,eng,
20087,"The Pony Rider Boys in New Mexico, or, The end of the silver trail / by Frank Gee Patchin.","Patchin, Frank Gee, 1861-1925.",1910,1,eng,
29363,"Henry Esmond; Catherine; Denis Duval and Lovel the widower, by William Makepeace Thackeray; with illustrations by the author.","Thackeray, William Makepeace, 1811-1863.",1899,0,eng,
28637,The marriage of Elinor.,"Oliphant, Mrs. 1828-1897.",1892,0,eng,
32642,"Allan Ramsay,","Smeaton, William Henry Oliphant, 1856-1914.",1896,0,eng,
71672,"A Virginia cavalier, by Molly Elliot Seawell ...","Seawell, Molly Elliot, 1860-1916.",1897,1,eng,3.0
71574,"Six months in the gold mines : from a journal of three years' residence in upper and lower California, 1847-8-9 / by E. Gould Buffum.","Buffum, E. Gould 1820-1867",1850,0,eng,172.0
24518,Memoirs of extraordinary popular delusions and the madness of crowds. By Charles Mackay ..,"Mackay, Charles, 1814-1889.",1856,0,eng,
37924,Forging ahead in business ...,Alexander Hamilton Institute (U.S.),1943,0,eng,61.0
24200,American men of mind.,"Stevenson, Burton Egbert, 1872-1962.",1913,0,eng,382.0
25870,A world of girls : the story of a school / by L.T. Meade.,"Meade, L. T., 1854-1914.",1910,0,eng,
63250,Across the chasm.,"Magruder, Julia, 1854-1907.",1885,1,eng,310.0
70298,The deformities of the fingers and toes / by William Anderson.,"Anderson, William, 1842-1900.",1897,0,eng,
15607,"Family pride / By the author of ""Pique.""","Notley, Frances Eliza Millett (Thomas), Mrs., 1820-",1892,0,eng,396.0
60463,Frank Merriwell's danger / by Burt L. Standish.,"Standish, Burt L., 1866-1945.",1904,1,eng,256.0
73078,Laocoonte : 1970-1974 / Julio Vélez.,"Vélez, Julio.",1978,0,spa,
69147,Darwinism stated by Darwin himself. Characteristic passages from the writings of Charles Darwin. Selected and arranged by Nathan Sheppard ...,"Darwin, Charles, 1809-1882.",1884,0,eng,351.0
46641,Tent work in Palestine; a record of discovery and adventure. Published for the Committee of the Palestine Exploration Fund. With illustrations by J.W. Whymper.,"Conder, C. R. 1848-1910.",1887,0,eng,
139,The lost world / Arthur Conan Doyle.,"Doyle, Arthur Conan, 1859-1930.",1977,1,eng,192.0
21201,"Journal of a voyage to Brazil and residence there during part of the years 1821, 1822, 1823 [by] Maria Dundas Graham (Lady Maria Calcott).","Callcott, Maria, Lady, 1785-1842.",1969,0,eng,335.0
50524,"The letter of Petrus Peregrinus on the magnet, A.D. 1269, translated by Brother Arnold... with introductory notice by Brother Potamian...","Pierre, de Maricourt, 13th cent.",1904,0,eng,41.0
5178,Le mariage forcé = Zor nikâhı / Molière ; Ahmet Vefik Paşa ; tertibeden Mustafa Nihat Özön.,"Molière, 1622-1673.",1950,1,tur,79.0
52548,"The seafarers, and other poems, by Wayland Wells Williams.","Williams, Wayland Wells, 1888-1945.",1924,0,eng,
53807,"Glossarium eroticum linguae latinae sive, Theogoniae, legum et morum nuptialium apud Romanos explanatio novo ex interpretatione propria et impropria et differentiis in significatu fere duorum millium sermonum, ad intelligentiam poetarum et ethologorum tam antiquae quam integrae infirmaeque latinitatis / auctore P. P.","Pierrugues, P.",1826,0,lat,518.0
40731,"Tenting on the plains; or, General Custer in Kansas and Texas.","Custer, Elizabeth Bacon, 1842-1933.",1887,0,eng,403.0
5856,"Personal memoirs of P. H. Sheridan, general United States army.","Sheridan, Philip Henry, 1831-1888.",1888,0,eng,
41088,Passeggiate per l'Italia / Ferdinando Gregorovius.,"Gregorovius, Ferdinand, 1821-1891.",1909,0,ita,
47462,"Castara. The third edition of 1640; edited and collater with the earlier ones of 1634, 1635 ...","Habington, William, 1605-1654.",1870,0,eng,144.0
66578,Vándorlásaim és élményeim Persiában.,"Vámbéry, Ármin, 1832-1913.",1867,0,und,399.0
54953,"The minority of Henry the Third, by Kate Norgate.","Norgate, Kate.",1912,0,eng,3.0
9263,In the midst of alarms / Illustrated by C. Moore-Smith.,"Barr, Robert, 1849-1912.",1894,0,eng,275.0
3271,"The complete works of Artemus Ward, [pseud.].","Ward, Artemus, 1834-1867.",1922,0,eng,518.0
63148,"Men who have made the Empire, by George Griffith.","Griffith, George Chetwynd.",1899,0,eng,304.0
20983,Robert Hardy's seven days; a dream and its consequences.,"Sheldon, Charles Monroe, 1857-1946.",1893,1,eng,
2977,The memoirs of Giacomo Casanova di Seingalt.,"Casanova di Seingalt, Giacomo.",1922,0,eng,
62175,"Studies of childhood, by James Sully ...","Sully, James, 1842-1923.",1914,0,eng,527.0
7497,The further adventures of Quincy Adams Sawyer and Mason Corner folks : a novel / by Charles Felton Pidgin ...illustrated by Henry Roth.,"Pidgin, Charles Felton, 1844-1923.",1909,0,eng,
56505,"Historic bubbles, by Frederic Leake.","Leake, Frederic.",1896,0,eng,217.0
19658,"The judgement of Eve, by May Sinclair ...","Sinclair, May.",1908,1,eng,3.0
36545,"Andamans and Nicobars; the narrative of a cruise in the schooner 'Terrapin', with notices of the Islands, their fauna, ethnology, etc., by C. Boden Kloss.","Kloss, C. Boden 1877-1949",1971,0,eng,373.0
10389,"Northern trails; some studies of animal life in the far North, by William J. Long.  Illustrated by Charles Copeland.","Long, William J. 1867-1952.",1905,0,eng,390.0
58241,Library essays; papers related to the work of public libraries.,"Bostwick, Arthur E. 1860-1942.",1920,0,eng,
11376,Autobiographical sketches; tr. from the German and the French by F.H. Peters ... with illustrations after drawings by the author.,"Vereshchagin, Vasiliĭ Vasilʹevich, 1842-1904.",1888,0,eng,
52509,"Crimson patch, by Augusta Huiell Seaman, illus. by C.M. Relyea.","Seaman, Augusta Huiell, 1879-",1921,1,eng,226.0
9662,"An enquiry concerning the human understanding, and An enquiry concerning the principles of morals, by David Hume. Reprinted from the posthumous edition of 1777, and ed., with an introduction, comparative tables of contents, and an analytical index, by L. A. Selby-Bigge.","Hume, David, 1711-1776.",1894,0,eng,
9624,Directions for cookery : in its various branches / by Miss Leslie.,"Leslie, Eliza, 1787-1858.",1849,0,eng,511.0
4726,John Lothrop Motley : a memoir / by Oliver Wendell Holmes.,"Holmes, Oliver Wendell, 1809-1894.",1898,0,eng,278.0
33960,"What a young husband ought to know, by Sylvanus Stall ..","Stall, Sylvanus, 1847-1915.",1897,0,eng,
52703,"Mademoiselle Miss, and other stories by Henry Harland.","Harland, Henry, 1861-1905.",1904,1,eng,192.0
37278,"Fly fishing in wonderland, by Klahowya, [pseud].","Barnes, Orange Perry.",1910,0,eng,56.0
44849,Colouration in animals and plants / by Alfred Tylor ; edited by Sydney B. J. Skertchly.,"Tylor, Alfred, 1824-1884.",1886,0,eng,
45344,Artificial and natural flight.,"Maxim, Hiram Stevens, Sir, 1840-1916.",1908,0,eng,
40411,"The potter's craft, by Charles F. Binns ...","Binns, Charles Fergus, 1857-1934.",1947,0,eng,
63481,"The baronial halls, and ancient picturesque edifices of England. From drawings by J.D. Harding, G. Cattermole, S. Prout, W. Muller, J. Holland, and other eminent artists.  Executed in coloured lithotints by Day and son and Hanhart.  The text by S. C. Hall, F.S.A.  Embellished with numerous engravings on wood...","Hall, S. C. 1800-1889.",1858,0,eng,
27917,The strange adventures of Mr. Middleton / by Wardon Allan Curtis.,"Curtis, Wardon Allan, 1867-1940.",1903,1,eng,3.0
52555,"Arminell, by S. Baring-Gould ...","Baring-Gould, S. 1834-1924.",1889,0,eng,2.0
43075,"A civil servant in Burma,","White, Herbert Thirkell, Sir, 1855-",1913,0,eng,314.0
50603,Minute mysteries / Austin Ripley.,"Ripley, Austin.",1976,0,eng,180.0
37873,"Alone with the hairy Ainu; or, 3,800 miles on a pack saddle in Yezo and a cruise to the Kurile Islands. London, J. Murray, 1893.","Landor, Arnold Henry Savage, 1865-1924.",1970,0,eng,325.0
59834,My young master : a novel / Opie Read.,"Read, Opie Percival, 1852-1939.",1896,0,eng,305.0
40923,British political leaders : with portraits / by Justin McCarthy.,"McCarthy, Justin, 1830-1912.",1903,0,eng,331.0
51537,"The Tory lover / Boston, Houghton, Miffin, 1901.","Jewett, Sarah Orne, 1849-1909.",1974,1,eng,405.0
28638,"Rimrock trail, by J. Allan Dunn ... illustrated by Modest Stein.","Dunn, J. Allan 1872-1941.",1922,1,eng,5.0
56247,"Catty Atkins, riverman, by Clarence Budington Kelland.","Kelland, Clarence Budington, 1881-1964.",1921,1,eng,4.0
68573,"Petunia blossoms; ballads and poems by Dorothea Auguste Gunhilde, wife of William F. Schrage.","Schrage, Dorothea Auguste Gunhilde.",1921,0,eng,80.0
318,"John Barleycorn, his life and letters; a satirical story of his eventful career replete with facts, repartee, and humor,","Poling, Daniel A. 1884-1968.",1933,0,eng,245.0
61160,Par la faute de M. de Balzac.,"Maurois, André, 1885-1967.",1923,0,fre,43.0
28334,"The personal Shakespeare, introduction by Esther Wood, biographical study by Goldwin Smith. Complete in fifteen volumes.","Shakespeare, William, 1564-1616.",1904,0,eng,
57972,Acid rain and our nation's capital : a guide to effects on buildings and monuments / by Elaine McGee.,"McGee, E. S.",1997,0,eng,
3198,Mark Twain's Letters / arr. with comment by Albert Bigelow Paine.,"Twain, Mark, 1835-1910.",1975,0,eng,855.0
2915,A bit o' love ; a play in three acts / by John Galsworthy.,"Galsworthy, John, 1867-1933.",1920,0,eng,
69901,Cronica di Matteo e Filippo Villani : a miglior lezione ridotta coll'aiuto de' testi a penna.,"Villani, Matteo, d. 1363.",1980,0,ita,
58699,Sunny / by Margaret A. Frost.,"Frost, Margaret A.",1907,1,eng,200.0
63242,"Hellenistic sculpture, by Guy Dickins.  With a preface by Percy Gardner.","Dickins, Guy, d. 1916.",1920,0,eng,
49417,Las máscaras : ensayos de crítica teatral / Ramón Pérez de Ayala.,"Pérez de Ayala, Ramón, 1880-1962.",1919,0,spa,
5704,Physiology of marriage / by Honore de Balzac ; translated by George B. Ives ; illustrated after paintings by Oreste Cortazzo.,"Balzac, Honoré de, 1799-1850.",1899,0,eng,
69083,Schiller in Rudolstadt.,"Rein, Berthold.",1925,0,ger,77.0
47249,"La jeso de knabinoj, triakta proza komedio, originalo de Leandro F. Moratín ... esperantigita de Norman MacLean ...","Fernández de Moratín, Leandro, 1760-1828.",1906,0,esp,95.0
26354,Woodward's country homes / by Geo. E. Woodward.,"Woodward, George E. 1829-1905.",1977,0,eng,188.0
69911,The war against Germany and Italy : Mediterranean and adjacent areas.,United States. Dept. of the Army. Office of Military History.,1951,0,eng,465.0
70586,"Cutting and draping; a practical handbook for upholsterers and decorators; over two hundred and fifty diagrams and illustrations, by John W. Stephenson.","Stephenson, John Wesley, 1876-",1905,0,eng,82.0
9779,The black bag / by Louis Joseph Vance ; with illustrations by Thomas Fogarty.,"Vance, Louis Joseph, 1879-1933.",1908,1,eng,441.0
41698,"A prince of Anahuac; a histori-traditional story antedating the Aztec empire, by James A. Porter.","Porter, James A., 1836-1897.",1894,1,eng,378.0
8720,"Tales and novels, by Maria Edgeworth ...","Edgeworth, Maria, 1767-1849.",1858,1,eng,
13223,Poems by Jean Ingelow.,"Ingelow, Jean, 1820-1897.",1913,0,eng,503.0
57156,"The scarecrow, a novel.","Morrieson, Ronald Hugh, 1922-1972.",1963,1,eng,211.0
33656,The ranch girls' pot of gold / by Margaret Vandercook ; illustrated by Hugh A. Bodine.,"Vandercook, Margaret O'Bannon Womack, 1876-",1912,1,eng,296.0
68974,The life and love of the insect / by J. Henri Fabre ; translated by Alexander Teixeira de Mattos.,"Fabre, Jean-Henri, 1823-1915.",1911,0,eng,
2048,"The sketch-book of Geoffrey Crayon, gent. [pseud.] together with Abbotsford and other selections from the writings of Washington Irving ... ed. with comments, notes, bibliography, and topics for study, by H. A. Davidson, M.A.","Irving, Washington, 1783-1859.",1907,0,eng,419.0
5996,Essays on modern novelists,"Phelps, William Lyon, 1865-1943",1910,0,eng,293.0
2650,"Du côté de chez Swan / Marcel Proust ; préface par Jean Milly ; édition du text, introduction, notes, dossier de presse et bibliographie par Bernard Brun et Anne Herschberg-Pierrot.","Proust, Marcel, 1871-1922.",1987,0,fre,671.0
38649,Early days in North Queensland / #c by Edward Palmer.,"Palmer, Edward, d. 1899.",1903,0,eng,264.0
47911,"Dactylography; or, The study of finger-prints, by Henry Faulds.","Faulds, Henry, 1843-1930.",1912,0,eng,127.0
6968,History of the reign of Ferdinand and Isabella of Spain.,"Prescott, William Hickling, 1796-1859.",1862,0,eng,
53805,"Voyage des souverains : inauguration du Canal du Suez / texte par G. Nicole ; aquarelles d'après nature et portraits par Riou, peintre de Son Altsse le Khédive ; lithographiés par E. Ciceri, G. Janet, Lafosse, Sirouy, Morel-Fatio, J. Didier, Sorieu, F. Benoit, etc. etc.","Nicole, G., fl. ca. 1870.",1870,0,fre,33.0
51369,"A queen of tears, Caroline Matilda, queen of Denmark and Norway and princess of Great Britain and Ireland.","Wilkins, W. H. 1860-1905.",1904,0,eng,
48894,"Madamoiselle de Maupin, by Théophile Gautier; tr. from the French with an introduction by Burton Rascoe.","Gautier, Théophile, 1811-1872",1920,1,eng,410.0
46252,"The highflyers, by Clarence Budington Kelland.","Kelland, Clarence Budington, 1881-1964.",1919,0,eng,360.0
69615,King Arthur in history and legend,"Jones, William Lewis, 1866-1922",1972,0,eng,145.0
73370,Sous l'étoile du matin.,"Retté, Adolphe, 1863-1930.",1910,0,fre,250.0
32461,The scarlet banner / by Felix Dahn ; translated from the German by Mary J. Safford.,"Dahn, Felix, 1834-1912.",1903,1,eng,418.0
13247,Mille et un jours en prison à Berlin / Henri Beland.,"Beland, Henri Sévérin, 1869-",1919,0,fre,277.0
59116,Why is the Negro lynched?,"Douglass, Frederick, 1818-1895.",1895,0,eng,
62669,"The castle of twilight, by Margaret Horton Potter; with six illustrations by Ch. Weber.","Potter, Margaret Horton, 1881-1911.",1903,1,eng,5.0
54629,"Frank Reade, Jr., and his Queen Clipper of the clouds / New York, F. Tousey, 1893.","Senarens, Luis, 1863-1939.",1946,1,eng,2.0
69673,"Karl Heinrich / erzählung von Wilhelm Meyer-Förster ; illustriert von Adolf Wald, mit dem Bildnis des Dichters.","Meyer-Förster, Wilhelm, 1862-1934.",1909,1,ger,204.0
29934,The Auburndale Watch Company / Edwin A. Battison.,"Battison, Edwin A.",1959,0,eng,
30588,"The pony rider boys in Montana, or, The mystery of the old custer trail / by Frank Gee Patchin.","Patchin, Frank Gee, 1861-1925.",1910,1,eng,256.0
46238,Mazes and labyrinths : a book of puzzles.,"Shepherd, Walter.",1961,0,eng,
11608,From a girl's point of view / by Lilian Bell.,"Bell, Lilian, 1867-1929.",1897,0,eng,192.0
40219,"The border rifles, a tale of the Texan war.","Aimard, Gustave, 1818-1883.",1862,0,eng,311.0
38034,"Paul Appell, biographie, bibliographie analytique des écrits, par Ernest Lebon ...","Lebon, Ernest, 1846-1922.",1910,0,fre,
21767,Agatha's husband; a novel.,"Craik, Dinah Maria Mulock, 1826-1887.",1904,1,eng,420.0
72418,"The truth about Ireland, the priests, pests and perils / by Junius Junior.","Junius, Jr,",1910,0,eng,192.0
20078,"Merely Mary Ann, by I. Zangwill; illustrated by scenes from the play.","Zangwill, Israel, 1864-1926.",1904,0,eng,
66812,The lake regions of Central Africa / Compiled and arranged by Bayard Taylor.,"Taylor, Bayard, 1825-1878.",1873,0,eng,397.0
18058,Elsie's vacation and after events. By Martha Finley ...,"Finley, Martha, 1828-1909.",1891,1,eng,1.0
16847,Hinduism and Buddhism : an historical sketch.,"Eliot, Charles, Sir, 1862-1931.",1921,0,eng,
29581,The bondwoman.,"Ryan, Marah Ellis, 1866-1934.",1909,0,eng,403.0
10642,"Towards the great peace, by Ralph Adams Cram ...","Cram, Ralph Adams, 1863-1942.",1922,0,eng,264.0
42844,"Life and correspondence of David Hume : from the papers bequeathed by his nephew to the Royal Society of Edinburgh, and other original sources / by John Hill Burton.","Burton, John Hill, 1809-1881.",1846,0,eng,
47482,Puhtauden ihanne.,"Järnefelt, Arvid, 1861-1932.",1897,0,fin,
15320,"The romance of the Milky Way, and other studies and stories, by Lafcadio Hearn.","Hearn, Lafcadio, 1850-1904.",1910,0,eng,262.0
13554,"Aftermath. Part second of ""A Kentucky cardinal,"" by James Lane Allen.","Allen, James Lane, 1849-1925.",1896,1,eng,135.0
27156,Fior di passione. Novelle.,"Serao, Matilde, 1856-1927.",1913,1,ita,
4515,The golden snare / by James Oliver Curwood ... ; illustrated with scenes from the photoplay--David M. Hartford's production. A first national attraction.,"Curwood, James Oliver, 1878-1927.",1921,1,eng,
12997,"The pony rider boys in the Grand Canyon : or, The mystery of Bright Angel Gulch / by Frank Gee Patchin.","Patchin, Frank Gee, 1861-1925.",1912,1,eng,252.0
31292,A year in the fields; selections from the writings of John Burroughs: with illus. from photographs by Clifton Johnson.,"Burroughs, John, 1837-1921.",1901,0,eng,
8771,Jurgen : a comedy of justice,"Cabell, James Branch, 1879-1958",1924,1,eng,368.0
31493,"The daughter of a Republican, by Bernie Babcock.","Babcock, Bernie, 1868-1962.",1900,1,eng,
2308,"Bunyan characters, fourth series : Bunyan himself as seen in his Grace abounding / by Alexander Whyte.","Whyte, Alexander, 1836-1921.",1908,0,eng,300.0
46431,St. Bernard's : the romance of a medical student / by Aesculapius Scalpel.,"Berdoe, Edward, 1836-1916.",1888,0,eng,286.0
60588,Della architettura gotica; discorso.,"Troya, Carlo, conte, 1784-1858.",1857,0,ita,
39580,The Inquisition of the Middle Ages : its organization and operation / by Henry Charles Lea.,"Lea, Henry Charles, 1825-1909.",1954,0,eng,260.0
23829,Under the rebel's reign : a story of Egyptian revolt / by Charles Neufeld ; illustrated by Charles Sheldon.,"Neufeld, Charles, 1856-1918.",1900,0,eng,362.0
48875,The ancient Egyptian doctrine of the Immortality of the Soul by Alfred Wiedemann.,"Wiedemann, Alfred, 1856-1936.",1895,0,eng,71.0
15246,"The tragedy of St. Helena,","Runciman, Walter Runciman, Baron, 1847-1937.",1911,0,eng,
61778,"Lafayette in America in 1824 and 1825; or, Journal of a voyage to the United States, by A. Levasseur. Translated by John D. Godman. Philadelphia, Carey and Lea, 1829.","Levasseur, A.",1970,0,eng,
36590,The English stage : its origins and modern developments : a critical and historical study / by D. E. Oliver.,"Oliver, D. E.",1912,0,eng,
9798,"Clarissa Harlowe; or, The history of a young lady. By Samuel Richardson. With thirty-four illustrations reproduced from the engravings by Themas Stothard.","Richardson, Samuel, 1689-1761.",1902,0,eng,
5973,"Thomas Wingfold, curate / by George Macdonald.","MacDonald, George, 1824-1905.",1884,1,eng,666.0
29645,"The gate to Caesar, by William C. Collar.","Caesar, Julius.",1899,0,eng,
73903,"Wanderings in New South Wales, Batavia, Pedir Coast, Singapore, and China; being the journal of a naturalist in these countries, during 1832, 1833, and 1834.","Bennett, George, 1804-1893.",1967,0,eng,
68544,St. Cuthbert's Tower / by Florence Warden.,"Warden, Florence, 1857-1929.",1889,1,eng,
49238,"A brief narrative of the Fourth Tennessee Cavalry Regiment, Wheeler's Corps, Army of Tennessee, by George B. Guild.","Guild, George B 1834-1917.",1913,0,eng,268.0
71793,Sunny boy at the seashore / by Ramy Allison White ; illustrated by Charles L. Wrenn.,"White, Ramy Allison.",1920,1,eng,
52942,The year after the Armada : and other historical studies / by Martin A. S. Hume.,"Hume, Martin Andrew Sharp, 1847-1910.",1896,0,eng,388.0
71888,"The lives of the Apostles of Jesus Christ : drawn from the writings of the early Christian fathers, and embracing the New Testament history : illustrated with ample notes, historical, topographical, and exegetical ...  The whole comprising a critical and historical introduction to the New Testament ... / with numerous engravings.","Bacon, David Francis, 1813-1866.",1835,0,eng,650.0
54335,The women of Mormondom / by Edward W. Tullidge.,"Tullidge, Edward W. 1829-1894.",1877,0,eng,552.0
2415,The mutiny of the Elsinore.,"London, Jack, 1876-1916.",1929,0,eng,
48149,"Fundamental philosophy, by James Balmes. Translated from the Spanish by Henry F. Brownson...","Balmes, Jaime Luciano, 1810-1848.",1858,0,eng,
24978,Thirty Indian legends of Canada. / Illus. by Douglas Tait.,"Bemister, Margaret, 1877-",1973,0,eng,153.0
65863,On the border with Crook,"Bourke, John Gregory, 1846-1896",1969,0,eng,508.0
3276,The complete works of Artemu Ward (Charles F. Browne) : a new edition with / a portrait by Geflowski and a facsimile.,"Ward, Artemus, 1834-1867.",1898,0,eng,518.0
20507,"Histoire de Napoléon et de la grande-armée en 1812, par M. le général comte de Ségur.","Ségur, Philippe-Paul, comte de, 1780-1873.",1834,0,fre,
6787,The death of Wallenstein : a tragedy in five acts / by Friedrich Schiller ; translated into English by Edward Stanhope Pearson.,"Schiller, Friedrich, 1759-1805.",1886,0,eng,157.0
63226,Flytraps and their operation / by F.C. Bishopp.,"Bishopp, F. C.",1916,0,eng,14.0
10402,A man and his money / by Frederic S. Isham ... ; illustrations by Max J. Spero.,"Isham, Frederic Stewart, 1866-1922.",1912,1,eng,2.0
2713,Maiwa's revenge : a novel / by H. Rider Haggard.,"Haggard, H. Rider 1856-1925.",1888,1,eng,157.0
12081,Lives of girls who became famous / Sarah K. Bolton.,"Bolton, Sarah Knowles, 1841-1916.",1939,0,eng,364.0
69078,Post Mortem / Joan Manuel Gisbert.,"Gisbert, Joan Manuel.",1983,1,spa,284.0
32555,The club at Crow's Corner / by James Otis ; illustrated by Isabel W. Caley.,"Otis, James, 1848-1912.",1915,1,eng,
68969,"The golden West boys, ""Injun"" and ""Whitey""; a story of adventure. Illustrations by Morris H. Pancoast.","Hart, William Surrey, 1874-1946.",1920,1,eng,317.0
23280,"The Shirley letters from the California mines, 1851-1852; with an introd. and notes by Carl I. Wheat.","Shirley, Dame, 1819-1906.",1961,0,eng,216.0
32348,Récits d'une tante; mémoires. introd. par Osmonde d'Osmond.,"Boigne, Louise-Eléonore-Charlotte-Adélaide d'Osmond, comtesse de, 1781-1866.",1931,0,fre,243.0
2289,Rosmersholm; The lady from the sea; with introductions by William Archer.,"Ibsen, Henrik, 1828-1906.",1932,0,eng,349.0
19087,The King nobody wanted; illus. by John Lear.,"Langford, Norman F., 1914-",1948,0,eng,
